ProjectID,Domain,PlannedStartDate,PlannedDurationDays,PlannedCost,TeamSize,Complexity,RiskLevel,NumChangeRequests,SprintVelocity,EarlyMilestonesPct,TechnicalDebtScore,ResourceUtilizationPct,ActualDurationDays,DelayDays,ActualCost,CostOverrunPct,CustomerSatisfaction,ProjectSuccess,PlannedEndDate,ActualEndDate,OnTime,MajorDelayFlag,CostOverrunBucket
PJT6656,Web App,2020-09-12,34,23568,3,2,High,7,55.9,0.595,4.99,0.367,39,5,28769,0.2207,7.5,0,2020-10-16,2020-10-21,0,0,10-25%
PJT9962,AI/ML,2020-02-01,378,297445,5,2,High,4,58.5,0.842,7.3,0.286,432,54,377844,0.2703,6.97,0,2021-02-13,2021-04-08,0,0,25-50%
PJT6147,AI/ML,2020-10-03,37,327977,9,3,Medium,8,46.8,0.488,7.83,0.941,41,4,390325,0.1901,5.71,0,2020-11-09,2020-11-13,0,0,10-25%
PJT5444,AI/ML,2019-04-18,172,44146,3,4,Low,5,35.2,0.588,6.76,0.64,169,-3,44067,-0.0018,8.93,1,2019-10-07,2019-10-04,1,0,Under/OnBudget
PJT8547,Infrastructure,2018-08-06,248,524898,3,1,Low,5,44.1,0.749,7.27,0.737,191,-57,367429,-0.3,9.53,1,2019-04-11,2019-02-13,1,0,Under/OnBudget
PJT2446,Data Engineering,2020-08-28,337,73126,5,3,Low,4,45.7,0.54,8.03,0.653,387,50,90684,0.2401,8.48,0,2021-07-31,2021-09-19,0,0,10-25%
PJT3402,AI/ML,2018-12-24,251,139585,4,3,Low,5,48.6,0.812,5.74,0.78,221,-30,118256,-0.1528,9.0,1,2019-09-01,2019-08-02,1,0,Under/OnBudget
PJT6642,Mobile App,2019-10-29,297,134913,6,4,Low,2,30.5,0.576,3.2,0.833,360,63,187516,0.3899,7.83,0,2020-08-21,2020-10-23,0,0,25-50%
PJT2826,Internal Tool,2019-12-19,102,84022,8,5,Low,3,41.0,0.744,8.41,0.875,109,7,86862,0.0338,7.42,0,2020-03-30,2020-04-06,0,0,<10%
PJT8918,Web App,2019-11-28,304,261181,3,1,Medium,7,43.7,0.715,4.78,0.752,293,-11,259875,-0.005,8.81,1,2020-09-27,2020-09-16,1,0,Under/OnBudget
PJT4847,Mobile App,2020-05-23,42,255809,6,2,High,5,15.0,0.77,4.15,0.483,46,4,288399,0.1274,7.27,0,2020-07-04,2020-07-08,0,0,10-25%
PJT2092,Web App,2018-02-13,352,12110,6,4,Medium,6,57.5,0.849,6.61,0.587,414,62,14877,0.2285,6.92,0,2019-01-31,2019-04-03,0,0,10-25%
PJT5677,Web App,2021-12-15,175,472224,3,3,High,7,47.5,0.291,4.57,0.518,199,24,544994,0.1541,6.56,0,2022-06-08,2022-07-02,0,0,10-25%
PJT2720,Data Engineering,2020-11-11,306,13427,6,3,Medium,2,49.0,0.706,2.92,0.911,292,-14,12926,-0.0373,8.44,1,2021-09-13,2021-08-30,1,0,Under/OnBudget
PJT1882,Internal Tool,2019-09-14,139,340801,4,3,Low,7,37.3,0.77,4.17,0.353,158,19,415300,0.2186,8.67,1,2020-01-31,2020-02-19,0,0,10-25%
PJT1123,Infrastructure,2018-10-07,216,381569,5,3,Medium,5,53.8,0.852,3.41,0.734,201,-15,344175,-0.098,8.7,1,2019-05-11,2019-04-26,1,0,Under/OnBudget
PJT4490,Mobile App,2018-04-28,166,26658,3,5,Low,5,32.5,0.294,6.51,0.758,203,37,34871,0.3081,7.1,0,2018-10-11,2018-11-17,0,0,25-50%
PJT6797,Web App,2020-09-08,259,60296,5,5,Medium,7,34.9,0.493,6.07,0.421,336,77,88949,0.4752,6.53,0,2021-05-25,2021-08-10,0,1,25-50%
PJT1602,Web App,2019-04-08,42,26191,4,4,Medium,6,54.4,0.661,8.18,0.558,53,11,36159,0.3806,6.9,0,2019-05-20,2019-05-31,0,1,25-50%
PJT4831,Web App,2018-12-02,39,76275,8,2,High,5,50.4,0.33,6.42,0.775,47,8,102727,0.3468,6.16,0,2019-01-10,2019-01-18,0,0,25-50%
PJT6460,AI/ML,2019-07-09,77,68211,2,4,Low,0,25.8,0.683,6.49,0.623,65,-12,47748,-0.3,6.8,0,2019-09-24,2019-09-12,1,0,Under/OnBudget
PJT9496,Infrastructure,2020-05-15,57,251599,5,1,Low,7,68.7,0.453,8.73,0.767,50,-7,203317,-0.1919,9.25,1,2020-07-11,2020-07-04,1,0,Under/OnBudget
PJT7946,Infrastructure,2020-09-07,338,475618,5,2,High,5,33.6,0.533,5.1,0.596,329,-9,459447,-0.034,7.94,0,2021-08-11,2021-08-02,1,0,Under/OnBudget
PJT4228,Web App,2020-07-30,70,526929,7,4,Low,5,43.0,0.409,2.86,0.892,72,2,542052,0.0287,7.62,0,2020-10-08,2020-10-10,0,0,<10%
PJT7508,Data Engineering,2021-06-14,404,50282,6,2,Medium,6,71.2,0.824,6.37,0.85,464,60,56718,0.128,8.41,1,2022-07-23,2022-09-21,0,0,10-25%
PJT3313,Infrastructure,2018-11-16,101,76798,7,2,Medium,8,15.0,0.56,5.21,0.766,93,-8,70332,-0.0842,9.71,1,2019-02-25,2019-02-17,1,0,Under/OnBudget
PJT4289,AI/ML,2020-07-18,62,13094,8,2,High,4,19.4,0.381,6.15,0.777,74,12,16254,0.2413,7.1,0,2020-09-18,2020-09-30,0,0,10-25%
PJT7996,AI/ML,2018-05-28,290,37532,9,4,High,6,51.6,0.435,4.42,0.464,376,86,56471,0.5046,6.13,0,2019-03-14,2019-06-08,0,1,>50%
PJT5844,Mobile App,2020-03-10,224,314212,4,3,High,4,15.0,0.859,3.92,0.894,223,-1,311573,-0.0084,6.86,0,2020-10-20,2020-10-19,1,0,Under/OnBudget
PJT3198,Web App,2020-05-02,155,686046,6,3,Low,1,15.0,0.682,5.45,0.427,137,-18,599810,-0.1257,9.49,1,2020-10-04,2020-09-16,1,0,Under/OnBudget
PJT9877,Mobile App,2018-11-12,178,22444,8,2,High,3,62.6,0.748,2.79,0.802,227,49,32546,0.4501,6.53,0,2019-05-09,2019-06-27,0,1,25-50%
PJT5235,Infrastructure,2019-07-26,253,48487,13,4,Medium,4,38.9,0.439,4.38,0.728,250,-3,49583,0.0226,6.48,0,2020-04-04,2020-04-01,1,0,<10%
PJT9246,Web App,2021-04-22,72,95637,9,4,Medium,5,77.9,0.574,5.11,0.43,88,16,124892,0.3059,7.9,0,2021-07-03,2021-07-19,0,0,25-50%
PJT4212,Web App,2018-08-05,418,138164,5,2,Low,4,29.5,0.35,6.93,0.903,505,87,186563,0.3503,7.85,0,2019-09-27,2019-12-23,0,0,25-50%
PJT5169,Web App,2019-09-27,403,37364,4,3,Medium,5,40.2,0.557,2.91,0.474,391,-12,34446,-0.0781,6.96,0,2020-11-03,2020-10-22,1,0,Under/OnBudget
PJT4206,Web App,2021-09-23,220,164205,5,2,High,2,53.1,0.746,4.59,0.634,209,-11,157341,-0.0418,7.05,0,2022-05-01,2022-04-20,1,0,Under/OnBudget
PJT1641,Internal Tool,2020-01-06,66,55904,7,5,High,2,52.1,0.653,3.43,0.672,77,11,69712,0.247,6.64,0,2020-03-12,2020-03-23,0,0,10-25%
PJT5839,Infrastructure,2020-11-24,234,97019,5,3,Medium,5,41.2,0.486,6.01,0.709,280,46,117888,0.2151,7.1,0,2021-07-16,2021-08-31,0,0,10-25%
PJT7169,Mobile App,2021-04-22,41,190145,5,5,Low,5,35.3,0.623,3.95,0.663,39,-2,187825,-0.0122,7.77,0,2021-06-02,2021-05-31,1,0,Under/OnBudget
PJT8655,Web App,2018-10-25,34,99479,8,2,Medium,5,48.5,0.503,3.26,0.868,46,12,156839,0.5766,7.45,0,2018-11-28,2018-12-10,0,1,>50%
PJT1061,Mobile App,2018-11-15,80,58474,5,4,High,6,65.7,0.606,7.77,0.663,103,23,84904,0.452,7.03,0,2019-02-03,2019-02-26,0,1,25-50%
PJT2223,Mobile App,2021-01-12,142,86549,9,4,Medium,4,56.4,0.631,7.21,0.764,145,3,89327,0.0321,8.54,1,2021-06-03,2021-06-06,0,0,<10%
PJT1492,Web App,2021-01-04,336,88784,5,4,Medium,9,35.5,0.465,6.26,0.59,339,3,86467,-0.0261,6.98,0,2021-12-06,2021-12-09,0,0,Under/OnBudget
PJT7822,Mobile App,2018-03-29,257,63322,4,5,Low,7,30.1,0.853,9.77,0.634,280,23,71946,0.1362,7.55,0,2018-12-11,2019-01-03,0,0,10-25%
PJT7611,Mobile App,2019-04-16,265,72363,5,3,Medium,2,34.6,0.563,6.23,0.561,314,49,92031,0.2718,7.66,0,2020-01-06,2020-02-24,0,0,25-50%
PJT2139,AI/ML,2019-08-05,129,672244,8,2,Medium,3,25.9,0.873,3.72,0.68,164,35,1002786,0.4917,6.58,0,2019-12-12,2020-01-16,0,1,25-50%
PJT6490,AI/ML,2021-04-25,104,193514,3,3,High,4,47.2,0.673,6.39,0.851,124,20,246189,0.2722,6.89,0,2021-08-07,2021-08-27,0,0,25-50%
PJT7794,Web App,2019-09-08,112,69246,4,4,Medium,6,57.2,0.8,4.65,0.757,122,10,77819,0.1238,8.02,0,2019-12-29,2020-01-08,0,0,10-25%
PJT2255,Mobile App,2021-09-13,412,227828,11,3,Medium,7,43.9,0.302,6.07,0.558,435,23,238126,0.0452,8.48,1,2022-10-30,2022-11-22,0,0,<10%
PJT3495,AI/ML,2021-12-26,35,66133,3,2,Medium,4,70.8,0.39,7.15,0.806,40,5,83076,0.2562,7.63,0,2022-01-30,2022-02-04,0,0,25-50%
PJT4285,AI/ML,2021-02-13,335,403426,6,3,Low,5,71.6,0.698,3.71,0.476,398,63,520581,0.2904,8.12,0,2022-01-14,2022-03-18,0,0,25-50%
PJT3255,Internal Tool,2020-08-30,188,153825,6,2,High,5,49.6,0.714,2.83,0.695,172,-16,126629,-0.1768,8.05,1,2021-03-06,2021-02-18,1,0,Under/OnBudget
PJT2125,Infrastructure,2019-07-27,134,86789,5,3,Medium,3,55.5,0.927,3.89,0.798,138,4,96709,0.1143,8.51,1,2019-12-08,2019-12-12,0,0,10-25%
PJT4881,Web App,2018-04-08,256,168933,7,3,Medium,3,31.5,0.645,4.92,0.384,229,-27,160638,-0.0491,6.41,0,2018-12-20,2018-11-23,1,0,Under/OnBudget
PJT5105,Web App,2020-04-16,151,14987,4,4,Medium,7,39.6,0.56,3.58,0.877,135,-16,13625,-0.0909,8.55,1,2020-09-14,2020-08-29,1,0,Under/OnBudget
PJT2146,AI/ML,2019-06-13,339,25537,6,2,Medium,3,64.1,0.534,2.91,0.535,443,104,38548,0.5095,7.59,0,2020-05-17,2020-08-29,0,1,>50%
PJT1786,Web App,2019-05-28,355,23560,5,3,Medium,8,36.3,0.42,4.76,0.753,467,112,33422,0.4186,7.52,0,2020-05-17,2020-09-06,0,1,25-50%
PJT1258,AI/ML,2020-10-01,128,117188,7,2,Medium,8,67.3,0.752,8.24,0.725,141,13,121395,0.0359,9.69,1,2021-02-06,2021-02-19,0,0,<10%
PJT4849,Data Engineering,2019-11-08,85,789392,3,2,Low,5,61.7,0.672,2.79,0.909,80,-5,765710,-0.03,9.23,1,2020-02-01,2020-01-27,1,0,Under/OnBudget
PJT7430,AI/ML,2021-01-03,194,1436270,6,4,Medium,5,56.3,0.504,2.54,0.861,209,15,1617096,0.1259,6.42,0,2021-07-16,2021-07-31,0,0,10-25%
PJT7174,Mobile App,2019-08-05,363,212280,4,5,Low,3,27.4,0.558,4.05,0.517,328,-35,187592,-0.1163,6.66,0,2020-08-02,2020-06-28,1,0,Under/OnBudget
PJT5616,AI/ML,2018-08-09,68,180054,4,3,Medium,3,40.3,0.703,1.97,0.855,69,1,179316,-0.0041,8.32,1,2018-10-16,2018-10-17,0,0,Under/OnBudget
PJT9180,Mobile App,2019-11-05,207,11370,4,4,Low,6,54.7,0.954,8.09,0.795,243,36,14183,0.2474,7.4,0,2020-05-30,2020-07-05,0,0,10-25%
PJT1715,AI/ML,2021-10-20,211,51472,4,4,Medium,5,30.2,0.723,3.28,0.844,210,-1,53696,0.0432,9.67,1,2022-05-19,2022-05-18,1,0,<10%
PJT2643,Data Engineering,2021-03-16,260,38356,8,4,High,4,42.1,0.427,3.12,0.492,326,66,54861,0.4303,6.66,0,2021-12-01,2022-02-05,0,1,25-50%
PJT1123,Mobile App,2018-10-28,51,46863,4,2,High,6,56.3,0.731,3.59,0.744,54,3,51484,0.0986,9.29,1,2018-12-18,2018-12-21,0,0,<10%
PJT2773,Data Engineering,2019-07-26,251,80679,10,5,Medium,3,36.5,0.683,5.62,0.897,255,4,76338,-0.0538,6.74,0,2020-04-02,2020-04-06,0,0,Under/OnBudget
PJT3177,Internal Tool,2021-09-16,361,56022,11,3,Medium,12,32.3,0.688,5.54,0.874,465,104,83081,0.483,6.62,0,2022-09-12,2022-12-25,0,1,25-50%
PJT7889,Web App,2018-06-30,61,9181,6,3,Low,1,18.0,0.745,5.42,0.748,45,-16,6427,-0.3,8.59,1,2018-08-30,2018-08-14,1,0,Under/OnBudget
PJT2503,Web App,2019-01-06,75,242194,3,1,Medium,6,39.2,0.753,5.24,0.918,102,27,358665,0.4809,7.24,0,2019-03-22,2019-04-18,0,1,25-50%
PJT6661,Web App,2019-01-18,401,27247,5,3,High,1,56.6,0.283,3.14,0.717,539,138,40811,0.4978,6.84,0,2020-02-23,2020-07-10,0,1,25-50%
PJT8094,Web App,2020-04-13,62,131544,8,2,Low,6,31.9,0.708,7.54,0.775,63,1,144067,0.0952,9.4,1,2020-06-14,2020-06-15,0,0,<10%
PJT3124,Web App,2019-08-23,327,1189328,5,2,Medium,1,45.3,0.543,3.23,0.729,333,6,1203124,0.0116,8.57,1,2020-07-15,2020-07-21,0,0,<10%
PJT4254,Infrastructure,2018-04-27,153,32753,3,2,High,4,41.6,0.525,9.02,0.505,178,25,39480,0.2054,7.5,0,2018-09-27,2018-10-22,0,0,10-25%
PJT3413,Web App,2020-07-07,77,5000,6,4,High,3,35.0,0.498,7.33,0.809,95,18,6806,0.3612,7.22,0,2020-09-22,2020-10-10,0,0,25-50%
PJT5387,Mobile App,2018-05-25,337,70038,8,4,Low,3,57.6,0.511,5.79,0.646,390,53,80971,0.1561,7.17,0,2019-04-27,2019-06-19,0,0,10-25%
PJT7089,Internal Tool,2020-06-04,136,369961,8,2,Medium,5,69.6,0.466,6.49,0.64,137,1,359454,-0.0284,9.36,1,2020-10-18,2020-10-19,0,0,Under/OnBudget
PJT6833,Web App,2020-01-11,162,1035109,3,4,Low,5,60.1,0.48,5.67,0.736,179,17,1178886,0.1389,6.33,0,2020-06-21,2020-07-08,0,0,10-25%
PJT1156,Internal Tool,2019-12-22,108,22574,7,4,Low,5,34.6,0.919,3.97,0.67,117,9,25136,0.1135,7.62,1,2020-04-08,2020-04-17,0,0,10-25%
PJT6003,Mobile App,2018-04-09,194,179161,4,4,High,9,74.9,0.794,5.03,0.855,224,30,220691,0.2318,7.12,0,2018-10-20,2018-11-19,0,0,10-25%
PJT6753,Web App,2020-07-22,58,56479,4,2,High,3,60.0,0.78,3.47,0.705,86,28,95111,0.684,6.89,0,2020-09-18,2020-10-16,0,1,>50%
PJT1917,Infrastructure,2019-09-22,118,86930,9,4,High,3,38.1,0.79,7.21,0.648,137,19,109141,0.2555,7.8,0,2020-01-18,2020-02-06,0,0,25-50%
PJT7253,AI/ML,2019-08-24,400,2000000,4,5,Low,6,33.4,0.576,8.75,0.769,358,-42,1561200,-0.2194,7.05,0,2020-09-27,2020-08-16,1,0,Under/OnBudget
PJT2702,Internal Tool,2020-05-20,80,16260,4,4,High,6,61.8,0.536,4.36,0.899,85,5,17624,0.0839,6.2,0,2020-08-08,2020-08-13,0,0,<10%
PJT2665,Infrastructure,2020-06-04,223,133852,2,3,Medium,3,47.6,0.843,6.61,0.718,265,42,172013,0.2851,8.04,0,2021-01-13,2021-02-24,0,0,25-50%
PJT6389,Internal Tool,2018-01-22,98,173032,9,3,Medium,7,32.2,0.814,2.69,0.857,96,-2,169935,-0.0179,9.03,1,2018-04-30,2018-04-28,1,0,Under/OnBudget
PJT8163,Mobile App,2018-07-02,282,363285,8,3,Medium,4,42.8,0.965,6.06,0.707,261,-21,328955,-0.0945,9.47,1,2019-04-10,2019-03-20,1,0,Under/OnBudget
PJT6807,Web App,2018-12-12,51,111033,6,3,Low,1,38.9,0.376,7.61,0.562,65,14,156823,0.4124,7.21,0,2019-02-01,2019-02-15,0,1,25-50%
PJT3111,Infrastructure,2020-09-16,400,142866,7,2,High,7,32.6,0.273,6.85,0.486,514,114,196755,0.3772,7.28,0,2021-10-21,2022-02-12,0,1,25-50%
PJT4714,Internal Tool,2020-04-22,139,61699,3,2,Medium,7,60.2,0.627,6.94,0.306,147,8,65395,0.0599,8.46,1,2020-09-08,2020-09-16,0,0,<10%
PJT7983,Data Engineering,2021-01-11,74,136346,5,4,Low,2,56.7,0.692,2.42,0.973,57,-17,95442,-0.3,7.93,1,2021-03-26,2021-03-09,1,0,Under/OnBudget
PJT6110,Mobile App,2020-12-17,41,65393,5,4,Low,5,57.6,0.855,5.59,0.742,44,3,78851,0.2058,9.17,1,2021-01-27,2021-01-30,0,0,10-25%
PJT3397,Mobile App,2021-05-30,59,208123,3,2,Low,6,57.4,0.598,2.74,0.424,63,4,219986,0.057,8.97,1,2021-07-28,2021-08-01,0,0,<10%
PJT6454,Infrastructure,2019-07-05,164,63352,5,5,Low,9,31.3,0.686,6.23,0.571,230,66,92405,0.4586,6.6,0,2019-12-16,2020-02-20,0,1,25-50%
PJT2555,Mobile App,2019-05-19,101,155208,10,3,Medium,3,35.9,0.587,3.34,0.573,95,-6,143505,-0.0754,8.01,1,2019-08-28,2019-08-22,1,0,Under/OnBudget
PJT5502,Data Engineering,2021-04-28,312,95309,2,3,High,4,66.9,0.58,4.26,0.749,342,30,112198,0.1772,6.99,0,2022-03-06,2022-04-05,0,0,10-25%
PJT1343,Internal Tool,2018-12-13,131,381269,4,4,Low,10,46.6,0.765,6.2,0.808,151,20,452948,0.188,7.33,0,2019-04-23,2019-05-13,0,0,10-25%
PJT2544,Mobile App,2019-11-05,77,92812,4,4,Low,4,22.9,0.601,5.81,0.678,93,16,128220,0.3815,7.06,0,2020-01-21,2020-02-06,0,0,25-50%
PJT4996,Infrastructure,2018-10-11,204,11759,4,5,Medium,4,48.3,0.813,7.16,0.706,252,48,14892,0.2664,6.46,0,2019-05-03,2019-06-20,0,0,25-50%
PJT7848,Infrastructure,2021-08-27,247,448788,9,2,High,4,54.8,0.674,8.2,0.736,266,19,491557,0.0953,8.98,1,2022-05-01,2022-05-20,0,0,<10%
PJT9230,Web App,2019-08-19,59,33294,5,4,Medium,7,52.9,0.609,7.76,0.895,79,20,50380,0.5132,5.76,0,2019-10-17,2019-11-06,0,1,>50%
PJT5382,Internal Tool,2018-11-07,59,45048,5,2,Medium,8,30.9,0.481,4.15,0.806,61,2,49936,0.1085,9.22,1,2019-01-05,2019-01-07,0,0,10-25%
PJT9046,AI/ML,2020-10-07,35,48301,8,4,Medium,6,73.3,0.543,8.2,0.397,43,8,63009,0.3045,7.23,0,2020-11-11,2020-11-19,0,0,25-50%
PJT5986,Internal Tool,2018-12-24,262,513665,3,4,Low,6,22.5,0.678,4.54,0.824,301,39,645369,0.2564,6.68,0,2019-09-12,2019-10-21,0,0,25-50%
PJT4423,Mobile App,2021-10-09,226,7610,5,3,Low,3,46.7,0.616,3.71,0.778,290,64,10570,0.3889,6.53,0,2022-05-23,2022-07-26,0,1,25-50%
PJT1235,Internal Tool,2019-06-21,147,2000000,5,2,Medium,5,71.0,0.439,2.1,0.811,171,24,2449600,0.2248,7.69,0,2019-11-15,2019-12-09,0,0,10-25%
PJT8993,Mobile App,2020-08-28,321,350553,6,4,Medium,6,53.9,0.614,6.97,0.668,504,183,630154,0.7976,6.41,0,2021-07-15,2022-01-14,0,1,>50%
PJT6224,Web App,2019-05-20,299,129041,15,2,Medium,2,57.5,0.652,5.44,0.915,320,21,141455,0.0962,9.69,1,2020-03-14,2020-04-04,0,0,<10%
PJT2230,Internal Tool,2021-03-24,191,92423,8,1,Medium,8,29.2,0.789,3.46,0.738,236,45,108006,0.1686,10.0,1,2021-10-01,2021-11-15,0,0,10-25%
PJT1238,Web App,2021-08-02,336,139061,5,4,Medium,5,50.2,0.772,8.46,0.65,359,23,148879,0.0706,7.21,0,2022-07-04,2022-07-27,0,0,<10%
PJT5924,Mobile App,2021-02-24,67,184489,8,3,Low,4,44.5,0.918,3.9,0.672,71,4,201056,0.0898,8.95,1,2021-05-02,2021-05-06,0,0,<10%
PJT1051,Data Engineering,2021-05-23,48,214113,3,4,Medium,4,28.0,0.374,1.43,0.753,56,8,271816,0.2695,6.89,0,2021-07-10,2021-07-18,0,0,25-50%
PJT2056,Data Engineering,2018-05-29,83,192283,2,3,Low,2,58.0,0.67,3.86,0.841,100,17,240758,0.2521,6.65,0,2018-08-20,2018-09-06,0,0,25-50%
PJT9213,AI/ML,2021-09-11,38,109919,4,2,Low,5,32.7,0.38,7.81,0.717,42,4,131309,0.1946,9.06,1,2021-10-19,2021-10-23,0,0,10-25%
PJT9498,AI/ML,2020-06-30,168,77901,5,4,Medium,5,34.5,0.386,6.4,0.611,178,10,88651,0.138,6.77,0,2020-12-15,2020-12-25,0,0,10-25%
PJT8609,Mobile App,2021-06-23,378,82328,6,3,High,4,51.5,0.568,2.58,0.775,447,69,107858,0.3101,6.58,0,2022-07-06,2022-09-13,0,0,25-50%
PJT3609,Mobile App,2020-09-26,35,78128,6,2,High,2,42.9,0.455,5.3,0.707,37,2,85894,0.0994,7.3,0,2020-10-31,2020-11-02,0,0,<10%
PJT4600,Mobile App,2018-10-22,50,384817,10,4,Medium,4,47.5,0.457,5.31,0.745,66,16,518002,0.3461,7.07,0,2018-12-11,2018-12-27,0,1,25-50%
PJT2965,Infrastructure,2020-06-08,139,201243,6,3,Low,4,41.9,0.647,7.19,0.549,137,-2,193918,-0.0364,9.39,1,2020-10-25,2020-10-23,1,0,Under/OnBudget
PJT7532,Infrastructure,2018-05-13,376,5000,6,3,Low,1,66.2,0.51,4.02,0.741,303,-73,3709,-0.2582,8.78,1,2019-05-24,2019-03-12,1,0,Under/OnBudget
PJT4578,Internal Tool,2020-10-12,95,216876,2,3,High,8,31.1,0.774,4.79,0.816,100,5,220086,0.0148,7.2,0,2021-01-15,2021-01-20,0,0,<10%
PJT6561,Infrastructure,2019-08-21,159,124702,2,4,Medium,4,38.0,0.549,6.79,0.906,154,-5,117756,-0.0557,7.0,0,2020-01-27,2020-01-22,1,0,Under/OnBudget
PJT3543,Web App,2018-08-10,36,96524,6,4,Medium,10,52.2,0.247,7.94,0.459,43,7,117605,0.2184,7.3,0,2018-09-15,2018-09-22,0,0,10-25%
PJT1504,Mobile App,2021-11-30,55,61931,5,4,High,6,30.2,0.457,6.51,0.57,65,10,72354,0.1683,6.66,0,2022-01-24,2022-02-03,0,0,10-25%
PJT9328,Web App,2021-08-08,411,380384,8,2,Medium,3,29.5,0.451,7.02,0.821,429,18,440713,0.1586,9.79,1,2022-09-23,2022-10-11,0,0,10-25%
PJT6084,AI/ML,2021-07-28,397,307747,3,4,High,6,47.1,0.782,5.83,0.778,411,14,369173,0.1996,5.48,0,2022-08-29,2022-09-12,0,0,10-25%
PJT5014,Mobile App,2021-02-25,30,39048,2,3,Low,4,58.0,0.671,5.08,0.802,36,6,45374,0.162,7.81,0,2021-03-27,2021-04-02,0,0,10-25%
PJT7307,Internal Tool,2020-10-07,388,160888,5,4,Medium,3,60.0,0.521,5.59,0.662,451,63,207916,0.2923,7.43,0,2021-10-30,2022-01-01,0,0,25-50%
PJT4614,Mobile App,2020-08-14,214,30761,4,3,High,2,46.4,0.706,4.25,0.749,221,7,35572,0.1564,6.27,0,2021-03-16,2021-03-23,0,0,10-25%
PJT6142,Web App,2018-06-04,335,18854,2,4,Low,3,34.9,0.83,6.24,0.492,404,69,25402,0.3473,8.21,0,2019-05-05,2019-07-13,0,0,25-50%
PJT7071,Web App,2021-08-07,139,46534,7,4,Medium,5,49.1,0.607,4.67,0.781,133,-6,46390,-0.0031,7.01,0,2021-12-24,2021-12-18,1,0,Under/OnBudget
PJT5806,Infrastructure,2021-07-10,162,277860,3,2,Medium,3,53.5,0.7,6.44,0.578,194,32,375472,0.3513,7.34,0,2021-12-19,2022-01-20,0,0,25-50%
PJT1506,AI/ML,2020-12-27,152,309821,6,3,High,4,48.9,0.836,5.29,0.816,183,31,391490,0.2636,7.09,0,2021-05-28,2021-06-28,0,0,25-50%
PJT5003,Web App,2021-09-15,227,182719,4,4,Low,3,63.5,0.423,3.76,0.518,228,1,188402,0.0311,7.74,0,2022-04-30,2022-05-01,0,0,<10%
PJT9899,Web App,2020-03-18,53,235653,3,1,Medium,6,29.8,0.327,4.17,0.665,64,11,332059,0.4091,7.67,0,2020-05-10,2020-05-21,0,0,25-50%
PJT8611,Infrastructure,2019-10-16,34,183398,5,5,Low,5,34.5,0.604,2.53,0.68,39,5,228129,0.2439,7.15,0,2019-11-19,2019-11-24,0,0,10-25%
PJT2707,Web App,2021-11-14,93,45717,8,3,Medium,5,61.4,0.706,3.37,0.984,84,-9,41100,-0.101,9.12,1,2022-02-15,2022-02-06,1,0,Under/OnBudget
PJT9493,Internal Tool,2019-11-09,246,165762,5,3,Low,4,22.9,0.38,1.82,0.986,267,21,189715,0.1445,7.98,0,2020-07-12,2020-08-02,0,0,10-25%
PJT3444,Infrastructure,2020-07-25,66,257942,7,2,Low,4,36.9,0.887,5.96,0.491,70,4,283014,0.0972,9.37,1,2020-09-29,2020-10-03,0,0,<10%
PJT9509,Web App,2019-06-29,231,244055,3,2,Medium,6,34.0,0.491,7.76,0.744,300,69,343312,0.4067,6.63,0,2020-02-15,2020-04-24,0,1,25-50%
PJT6906,Web App,2020-07-18,400,411143,8,5,High,4,21.5,0.429,2.77,0.689,515,115,605819,0.4735,5.99,0,2021-08-22,2021-12-15,0,1,25-50%
PJT3955,Data Engineering,2020-11-17,44,230952,4,2,Low,6,42.2,0.669,2.94,0.443,51,7,274717,0.1895,9.74,1,2020-12-31,2021-01-07,0,0,10-25%
PJT3927,Mobile App,2020-06-30,230,150503,7,4,Low,4,56.2,0.529,7.69,0.858,219,-11,153889,0.0225,7.16,0,2021-02-15,2021-02-04,1,0,<10%
PJT1857,Mobile App,2020-01-22,136,356532,6,3,High,5,47.3,0.236,8.9,0.809,168,32,465524,0.3057,6.6,0,2020-06-06,2020-07-08,0,0,25-50%
PJT3720,Internal Tool,2019-03-15,336,95624,10,2,Medium,5,57.0,0.611,6.14,0.634,377,41,105798,0.1064,7.62,0,2020-02-14,2020-03-26,0,0,10-25%
PJT4022,Data Engineering,2020-07-29,61,34261,5,1,High,4,62.9,0.448,5.79,0.614,56,-5,30472,-0.1106,7.46,0,2020-09-28,2020-09-23,1,0,Under/OnBudget
PJT9868,Data Engineering,2021-08-19,240,81172,3,3,Low,5,39.2,0.693,4.78,0.86,284,44,108178,0.3327,7.39,0,2022-04-16,2022-05-30,0,0,25-50%
PJT1378,Infrastructure,2018-01-11,318,40381,2,5,Medium,3,84.7,0.521,3.85,0.742,298,-20,39202,-0.0292,7.17,0,2018-11-25,2018-11-05,1,0,Under/OnBudget
PJT9408,Mobile App,2018-07-15,383,43905,8,3,Low,4,39.8,0.689,2.01,0.758,406,23,48067,0.0948,8.37,1,2019-08-02,2019-08-25,0,0,<10%
PJT7058,Web App,2018-06-24,235,82998,6,3,Low,6,41.8,0.601,8.47,0.792,251,16,85538,0.0306,8.13,1,2019-02-14,2019-03-02,0,0,<10%
PJT8418,Infrastructure,2021-09-09,155,38143,8,3,Medium,6,34.4,0.707,6.61,0.888,164,9,42705,0.1196,7.95,0,2022-02-11,2022-02-20,0,0,10-25%
